client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
c42ab63a38d20ac0bfd2ec07407a9bacdda21369b4c4eb6e7d2d5e3b42825dbb1cf5a377d1005bed0b67061da18f997006fc05c3f064f5d2fc3d1fecdcbbc984	common_voice_ps_38201494.mp3	b9ab6322eed0d407265b860c3488bea6d71e1b0061508d2c2934724f568c16c0	پښتانه حضرت علي ته ډېر احترام لري.		0	4	twenties	male_masculine	Marwatwāla 		ps	
06a569987679f39e4576f9e4503039f799aff38f1ea1c8f37a263c1f7bc68bc12a06d0b98288a7153c6dd62512ef6329fe58d2df28eeac07200a510227917489	common_voice_ps_38922053.mp3	c3b73f4f64b0606335ea073ab7ab497a511fc6be175d7ec7c9b92e27af049b22	انتظار تر قتل بتره دى.		0	2	thirties	male_masculine			ps	
04bcd591d8bc6f6ee7baa5cd231e1b4c9610c89b9a8958c9a806d67e7b346b78467f1c6f7e5656536e3f51d9fdda315de23cbc4dcd3462c040ab5d29a5c8651b	common_voice_ps_39740187.mp3	a03fd3890c5a9a8eaa09ff8813c847a82713b0de5bdbc5671e51f7a2dab38105	لڅ په خوب کرباس ويني.		1	2					ps	
04bcd591d8bc6f6ee7baa5cd231e1b4c9610c89b9a8958c9a806d67e7b346b78467f1c6f7e5656536e3f51d9fdda315de23cbc4dcd3462c040ab5d29a5c8651b	common_voice_ps_39740208.mp3	c8e941177e4cd0b40a2e33e5fe5c9d904df92489916a2682b6778972c94bf889	تر کونه يې کلات معلومېږي.		0	2					ps	
04bcd591d8bc6f6ee7baa5cd231e1b4c9610c89b9a8958c9a806d67e7b346b78467f1c6f7e5656536e3f51d9fdda315de23cbc4dcd3462c040ab5d29a5c8651b	common_voice_ps_39740212.mp3	da944c235fa9cab4b8f31ee5d1c58c9101b5f213848d1b997020a67c2330b16b	په يوه ځين کې دوې کوني نه ځائېږي.		0	2					ps	
04bcd591d8bc6f6ee7baa5cd231e1b4c9610c89b9a8958c9a806d67e7b346b78467f1c6f7e5656536e3f51d9fdda315de23cbc4dcd3462c040ab5d29a5c8651b	common_voice_ps_39740236.mp3	a9242203f1e4eb4fcf50d5af401cb1ddf476157f4e8a7d4d00e4d9d27317946a	سپۍ چې هډوکى خوري د خپلي کوني سره سلاح کوي.		0	2					ps	
04bcd591d8bc6f6ee7baa5cd231e1b4c9610c89b9a8958c9a806d67e7b346b78467f1c6f7e5656536e3f51d9fdda315de23cbc4dcd3462c040ab5d29a5c8651b	common_voice_ps_39740252.mp3	dfd559a250309c4c48ed978ad8dbf0a31f558d1a0f883b22c2faf60782694b4c	آفرين دي پر انا چې د نوپوستکو څخه يې يوه غړکه پخه کړه.		1	2					ps	
04bcd591d8bc6f6ee7baa5cd231e1b4c9610c89b9a8958c9a806d67e7b346b78467f1c6f7e5656536e3f51d9fdda315de23cbc4dcd3462c040ab5d29a5c8651b	common_voice_ps_39740267.mp3	ad514a846259d4215c44c6a8ce39577d1c6acf17fb19441f79e2feb5680ed84c	او دریم ګام د دندې بشپړول دي.		1	2					ps	
04bcd591d8bc6f6ee7baa5cd231e1b4c9610c89b9a8958c9a806d67e7b346b78467f1c6f7e5656536e3f51d9fdda315de23cbc4dcd3462c040ab5d29a5c8651b	common_voice_ps_39740305.mp3	302ce71d79e4c22f25da1a114a7cad8322b1ec40004d03f004fbfb796db99d51	ډیره اسماعیل خان د خیبر پښتونخوا په جنوبي برخه کې یو ښار دی.		1	2					ps	
04bcd591d8bc6f6ee7baa5cd231e1b4c9610c89b9a8958c9a806d67e7b346b78467f1c6f7e5656536e3f51d9fdda315de23cbc4dcd3462c040ab5d29a5c8651b	common_voice_ps_39740387.mp3	eb26740f661f023190c873c2799b37c411806f0753021253ee9aae15fc6dee4e	ماجت د گوزو ځاى نه دى.		0	2					ps	
04bcd591d8bc6f6ee7baa5cd231e1b4c9610c89b9a8958c9a806d67e7b346b78467f1c6f7e5656536e3f51d9fdda315de23cbc4dcd3462c040ab5d29a5c8651b	common_voice_ps_39740399.mp3	eb8f12aaa4a4b679c2a40d54e06003b217a5b5b8a56cb5c8ffab65e384686ce9	سپي ته يې ويل چغه ، دڅښتن درويه.		0	2					ps	
04bcd591d8bc6f6ee7baa5cd231e1b4c9610c89b9a8958c9a806d67e7b346b78467f1c6f7e5656536e3f51d9fdda315de23cbc4dcd3462c040ab5d29a5c8651b	common_voice_ps_39757056.mp3	bc6550266d8ef5fa9b68c97e4993b12b1231ebcb65f19bf7d32c8a85c066c9e4	کونه او څنگل نو څه اړه سره لري.		0	2					ps	
04bcd591d8bc6f6ee7baa5cd231e1b4c9610c89b9a8958c9a806d67e7b346b78467f1c6f7e5656536e3f51d9fdda315de23cbc4dcd3462c040ab5d29a5c8651b	common_voice_ps_39757066.mp3	d70573ed2753d219f9e3be7056095eb1c8b5f1ead56dbb7fb4cba13f8eea396f	کار د اوسپني کونه غواړي.		0	2					ps	
c42ab63a38d20ac0bfd2ec07407a9bacdda21369b4c4eb6e7d2d5e3b42825dbb1cf5a377d1005bed0b67061da18f997006fc05c3f064f5d2fc3d1fecdcbbc984	common_voice_ps_39782842.mp3	c4812f033ced9769f93afd86fc4d498d06b22b7ebcd525899ee975b8d4a50b40	دوی ټول اوس ویده دي.		2	4	twenties	male_masculine	Marwatwāla 		ps	
04bcd591d8bc6f6ee7baa5cd231e1b4c9610c89b9a8958c9a806d67e7b346b78467f1c6f7e5656536e3f51d9fdda315de23cbc4dcd3462c040ab5d29a5c8651b	common_voice_ps_39933192.mp3	4089d7b00d7a3574f64a5270726088fde85dd08dcfb28dff8d88de77f5551b65	د مچ کونه ، د کاچوغي لاستى.		0	2					ps	
04bcd591d8bc6f6ee7baa5cd231e1b4c9610c89b9a8958c9a806d67e7b346b78467f1c6f7e5656536e3f51d9fdda315de23cbc4dcd3462c040ab5d29a5c8651b	common_voice_ps_39933198.mp3	f732148545f72171d1f705b84709d75fd1b5a526d302dbfbe50010d9018aca70	چي لرې يې خوره ، کنه مره.		1	2					ps	
dc85a2c45e125fc3860840800467656a4a971ff9d442aa45407f51f59ddc2a62c0cf8c12d5619923fe31684a5c0b839014523e80a244900ee3fa3312e9957271	common_voice_ps_40255049.mp3	fb082d4b7d36b4bfbbc3410ed424ab02e481c70d376c23f015ae1c6c770feebe	د شیعه مسلمانانو یو مهم اقلیت هم شتون لري.		0	4			Northern		ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283862.mp3	8cdaf521385fffeb493884b316da5a482cd91f1015cd6af80482aac48632a643	پوره ، ورک دي کړه دوه کوره.		0	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283864.mp3	e3601094b20e4ccc9dc27ff5f0603fa0878b3e3685151716b54a45f11c7626d6	پښتانه د مچیو پالنه او د شاتو د تولید دود لري.		1	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283867.mp3	f0f6f1f98280fb500d08c52e45a320d99c87e92245140fbe67bcf8c9816d5349	چي لاستى يې نه واى ستا د کوني.		2	3					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283869.mp3	e1e6a6e76470a40266f9f6ee630ac12a94b133faf178cfe5a5c921889d87152c	پښتني ودونه اکثره لوی او اسراف دي.		1	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283877.mp3	bcf285452ada72239bae71d3e2319848391883e30e67b701681bb4237fc2da5b	پښتانه د مرغانو په ښکار کې د خپل مهارت له امله مشهور دي.		1	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283879.mp3	a75aa94c105cd77d68e637e62ab66e6f83bd729546108d592955a42a1c11a054	دا د سړک څخه شاوخوا دوه میله دی، په چپ اړخ کې.		0	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283880.mp3	c84f4616b80ffaf30b52e1cf658067e71e1d519a82f9164cdbfdcca0d85b5e4d	ایا تاسو کولی شئ ما ته د پلورنځي سفر راکړئ؟		0	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283881.mp3	8c49e3c29c7ff93f5ada4d36ecad8b8daf9359da95c48fef483f260ad79b5c17	بد عمل دلاري غل.		0	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283886.mp3	c8f71fb462f3a56358c6240d2503e2ee8d05272e316c2be169a8463e52695094	امنيتي ځواکونو په مرکز ښرنه کې د تروريستي بريدونو پلان شنډ کړ.		0	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283893.mp3	f840e301f5f6f76cbc88f9765c938a11762b484ce4dedbdbc0860ffca1302960	چارسده د پېښور ډويژن يو ښار دی.		0	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283906.mp3	f021d5394caaa8f1f63b4372cccee4a70f22fb20b9fec9577c51c894fb9383d1	ياره د حنيف خو راته ملاو که.		0	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283924.mp3	9c276f45fc590f382d2920c373472b1ce45b79ceb35e3004791cb0f9c5762d13	تر ورخ تيري اوبه بيرته نه راگرځي.		0	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283926.mp3	ce17a20054f23270da2d26a4b70f74fcb98106acbaac6c1ae2a30e23118de67d	دا راتلونکې جمعه د ماښام په پنځو بجو ټاکل کیږي.		0	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283928.mp3	fc44228c47be223c83f40a8cd28acfbb7c53fddccd84efd48b4e4740aaf4d3cb	د کوټه له برکته ،چغاله په کور کې راته لنگه سوه.		0	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283941.mp3	da0b9517577101a2d293ce123af4ec63f461f0db554100ae31e9ee8450d3a6c2	زما په سینه کې تیز درد دی		1	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283942.mp3	62e4f4d40392e6fa24f5edd2f71785a38745af71842dd5081f9801547eacd6be	د نږدې پټرول سټیشن پته څه ده؟		0	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283947.mp3	c12000393da27a23355684b6d7060eb513bf77928f48adcbad4dca57e8f9df24	فرزانه خټک د پښتو مشهوره سندرغاړې ده.		1	2					ps	
d06c23434267c02c54a8ccba2a98eabbeef8ea2fff3d441af740083e402b3fae046105e441440753925281f53657414177503ec82c6d515debb924ce3573c596	common_voice_ps_40283948.mp3	de5b6388ae945be9c6826c21f2be37b07fca693a5e00ce33b9485768816c02e5	زه بخښنه غواړم ما سره اړیکه نه ده نیولې.		0	2					ps	
a07273c1936cc09a8835afca7cf83b035a22da0117f75055e1fe9f24f204e73e1ee325e8477dcc9dd0470250d539f3aa7034bd0cbfec8664bf84eb77f9c5afb7	common_voice_ps_40284212.mp3	b7207913ad370bf73de2bb577bdf5cffdb9a9e37161f280e4a7f8bd272afe693	دا ير سنا کو ورکړه په کم کاڼي او څيري ترازو وي.		0	2					ps	
945071fd56bd1f074d02731d05adf47802d356821707cdba7b90884931c5f50ba40173266884999d9f403195a0401513e1b0b6281be2eba11ef3f22c5f300902	common_voice_ps_40284289.mp3	dbaf9b94b4697c87ab3c336e8343a8d039a57c56e07ec8adda4b48440b968af3	پښتون اتل احمد شاه مسعود د شوروي ځواکونو او طالبانو پر ضد جګړه وکړه.		0	2					ps	
7d6e7188226a0fbd41de8438910b5ffb1ba28af8ecdddf8f6f4d8c5c7d58aa74f199c0c1b8bcc6a7a511b2bee337a8cd01637393474342ebdde44058b0fc5fe6	common_voice_ps_40284527.mp3	0724f87f2fab6baa0b437b56bd510b335b5289b00b2989c618dac8477eb5f4f2	د چړې نوم به يې نه اخيستلى.		0	2			Standard Pashto		ps	
7d6e7188226a0fbd41de8438910b5ffb1ba28af8ecdddf8f6f4d8c5c7d58aa74f199c0c1b8bcc6a7a511b2bee337a8cd01637393474342ebdde44058b0fc5fe6	common_voice_ps_40284586.mp3	028df1d8250df0ee7e2586fe0b446dc0e8391c9a615f366251077531045b7c42	ایا تاسو کولی شئ ما ته د تمرین ځینې ستونزې راکړئ؟		2	2			Standard Pashto		ps	
7d6e7188226a0fbd41de8438910b5ffb1ba28af8ecdddf8f6f4d8c5c7d58aa74f199c0c1b8bcc6a7a511b2bee337a8cd01637393474342ebdde44058b0fc5fe6	common_voice_ps_40284600.mp3	0040ca9414f564a2a8b324360615db1b43638b67cf393ed0ddd1c874bf7cafdd	اجازه راکړئ چې دا ستاسو لپاره تنظیم کړئ، ایا دا غوره ده؟		2	2			Standard Pashto		ps	
07e83b7a82376d56248fdec0bd353ef979a10d0a40980f49142d8736db86ab153f7940476945328b950c28a1da5cb75ac657d2b68f4698274d5bbbf5b6f61e66	common_voice_ps_40284827.mp3	148dfb7f9955086b64418d5476a58107c119bccfe198f53896e1498f6d4c8521	توغى يې گټۍ ، نيغى يې بايلود.		0	2	thirties				ps	
7d6e7188226a0fbd41de8438910b5ffb1ba28af8ecdddf8f6f4d8c5c7d58aa74f199c0c1b8bcc6a7a511b2bee337a8cd01637393474342ebdde44058b0fc5fe6	common_voice_ps_40284984.mp3	f7c62ad97c9822f5abe408b104485aa8e86beef6087d6c34e5ba367a31159374	د پښتو ادب تاریخ د پښتو ادب هر اړخیزه مطالعه ده.		2	2			Standard Pashto		ps	
a1e70dea772a2113ef2373b2bf0e363024de0f97912c0a2fcbdc288b46004a0923d9738f1dddec74024dbf12613c1882551ef78a67fe70a549c5c29415fe3344	common_voice_ps_40285649.mp3	f6fce95e9d41b46d0b66eae0d20fb4e4e9aeda309774d7aaf50cab6295a93037	پښتانه په دودیز ډول سني مسلمانان دي.		0	2					ps	
a1e70dea772a2113ef2373b2bf0e363024de0f97912c0a2fcbdc288b46004a0923d9738f1dddec74024dbf12613c1882551ef78a67fe70a549c5c29415fe3344	common_voice_ps_40285652.mp3	d39ee2031063b7ece06e1946d2d7a4a8867af88c6118b0e0a65d560b423db127	کار محکمه ، زړه بيغمه.		0	2					ps	
38917162d6df698afcddaaf21f06517568ab16caee358ccbbaa4fc74a898a3b2279ae35b97fa697f37a7bc53768282f8b9b9305800041bdddb1997b3aeeec803	common_voice_ps_40287150.mp3	ba9c1a5796f18ee4c4e8f6530e86ee27ede376fc780903e7c6802b02a8929959	غوږ په څنگل نه گرول کېږي.		2	3					ps	
602e605c14e8dd43bbe98d01eab07d002038ac1b2133a9c80d1bc46daf232f7e0175eafd2a6f1ca0228885601b4bc743ab1bd245e8f4adccc736e0d65bf5133d	common_voice_ps_40287675.mp3	fc9ecc43c0f1be095e583b09f12c2c7f7a66a80026638fc4729450f6f12685c5	ایا تاسو ما ته ځینې محلي پیښې موندلی شئ؟		0	2					ps	
8ea7297966bed0fa69a8c71d916df0724c0bb66535a19f75e9015848f4a17fd47980d7e997ba6ca87af181282673566978022412aee17788bcd0e1c92cd2eb7c	common_voice_ps_40289100.mp3	ee0c22234d5090967b9358bbb48efb1d215fa30527bfda0e91eb316b1cfcac41	ایا تاسو کوم ټوخی یا ټوخی لرئ؟		1	2					ps	
98ad6e2943e4f6e9f74dbd480aa85832df44209f1c83c415bea9fe10270474f5c04ec234e5cfc2aeb505607653546700e392c4960e8811393836077dbfe9b466	common_voice_ps_40289268.mp3	1355b24ed7afd4dab28c1b4d9828576a03c62c031b06d93a4a19eca88413c071	نوم د نامه نه پري کېږي.		1	2					ps	
f170f934960d002337c262a4208c4122cfbbef67d3a990a800e3f32b1c33e67468aa9b7de611d99327247e46e8f9ba0d898d569c3eecfd3202b6663978562abc	common_voice_ps_40289477.mp3	25eb4fc6242fef4fc14cb8acb5a3d0d89259d9e51867574fad0853b3b793cbe6	د کور زمرى ، د سارا چغال.		1	2					ps	
f170f934960d002337c262a4208c4122cfbbef67d3a990a800e3f32b1c33e67468aa9b7de611d99327247e46e8f9ba0d898d569c3eecfd3202b6663978562abc	common_voice_ps_40289479.mp3	09d8d5cd0cbf85b642eb23e403218ed5ba915fd152d4867a336544d6e1ce5b89	ها بل ويل پر در مو ندي حلال سوى.		1	2					ps	
f170f934960d002337c262a4208c4122cfbbef67d3a990a800e3f32b1c33e67468aa9b7de611d99327247e46e8f9ba0d898d569c3eecfd3202b6663978562abc	common_voice_ps_40289495.mp3	64bc4f1e7eeb919e8874a5d3211acbcd41e0fa3dbcd432b18c1a6c05f0fed3fc	خداى د کلۍ او ښکروري کسات هم کاږي.		0	2					ps	
f170f934960d002337c262a4208c4122cfbbef67d3a990a800e3f32b1c33e67468aa9b7de611d99327247e46e8f9ba0d898d569c3eecfd3202b6663978562abc	common_voice_ps_40289496.mp3	fa03ce41dcfaf666248e69eadbb6abfccf6b94912de2dc2d52d998bb9efe925f	خره ته يا سکوت دى يا متار.		1	2					ps	
f170f934960d002337c262a4208c4122cfbbef67d3a990a800e3f32b1c33e67468aa9b7de611d99327247e46e8f9ba0d898d569c3eecfd3202b6663978562abc	common_voice_ps_40289498.mp3	7ea3f6efe2b1e4aad0912ac50b131784e7c0eb6a5ed7704f088c60dd6ccfc41e	د کور غل نه نيول کېږي.		1	2					ps	
f170f934960d002337c262a4208c4122cfbbef67d3a990a800e3f32b1c33e67468aa9b7de611d99327247e46e8f9ba0d898d569c3eecfd3202b6663978562abc	common_voice_ps_40289499.mp3	c09004cc6c28fa0bebeadf4622d2e44d780b75175c8deab0ea1540706d253ccb	زه یو څه نرمه موسیقي اورم.		0	2					ps	
f170f934960d002337c262a4208c4122cfbbef67d3a990a800e3f32b1c33e67468aa9b7de611d99327247e46e8f9ba0d898d569c3eecfd3202b6663978562abc	common_voice_ps_40289502.mp3	1e3ba832103660382159d5b59085af1304160f6ba5eb432dcb77790526879ecf	د پخلا دښمنه ځان ساته.		0	2					ps	
f170f934960d002337c262a4208c4122cfbbef67d3a990a800e3f32b1c33e67468aa9b7de611d99327247e46e8f9ba0d898d569c3eecfd3202b6663978562abc	common_voice_ps_40289504.mp3	2f925627317701cd61d667b3ae9500cf19cd05cc9fad11a13798d3ba580dae0e	ایا تاسو زما لپاره د سایټ لیدنې مهالویش کولی شئ؟		1	2					ps	
f170f934960d002337c262a4208c4122cfbbef67d3a990a800e3f32b1c33e67468aa9b7de611d99327247e46e8f9ba0d898d569c3eecfd3202b6663978562abc	common_voice_ps_40289508.mp3	399f74d499dac655ccc976bc38db4854bbe95219f42bd5435add21351949c432	زه د هغه خندونکی شی په اړه خندا یم چې تاسو تیره اونۍ وویل.		0	2					ps	
f170f934960d002337c262a4208c4122cfbbef67d3a990a800e3f32b1c33e67468aa9b7de611d99327247e46e8f9ba0d898d569c3eecfd3202b6663978562abc	common_voice_ps_40289586.mp3	1f0acf6fafd907716997bc9ec26a24d40a5d08f8a12c77a54c21d4ff58b60c82	دوست په راحت او سختۍ کې تجربه کړه.		0	2					ps	
f170f934960d002337c262a4208c4122cfbbef67d3a990a800e3f32b1c33e67468aa9b7de611d99327247e46e8f9ba0d898d569c3eecfd3202b6663978562abc	common_voice_ps_40289606.mp3	a52184881f3ed4fc2d6e7a6eb6c271260bec12ab0811bb862bfdc120636ac07f	د دښمن کره ورځم ، دوست مې گرو دى.		0	2					ps	
f170f934960d002337c262a4208c4122cfbbef67d3a990a800e3f32b1c33e67468aa9b7de611d99327247e46e8f9ba0d898d569c3eecfd3202b6663978562abc	common_voice_ps_40289607.mp3	2db40ed90c14791e825e406b0bd0d68bea3d52fe489c36a389cf50efb6a59cd4	په پردي وطن کې گوز واچوه او تر تير سه.		0	2					ps	
2cc537b62c9077a9f266bc9feb5553fc83c4ae6f996d5b0c125d4f5ecde3653651c5912d9ed365c65208e8be96a7a1f4c58b6901f8ca4c4561b17f2aa9eaa176	common_voice_ps_40289616.mp3	c2c12a3c3207d56723b95d5670d634647b9d1d96b159e3d8d02ad4a76006517a	بازۍ ، بازۍ نه چې د بابا په ږيره هم بازۍ.		0	2					ps	
d31ab211becf2c944981da734535ef5230e1b4742fa91ae620cf0138953b6523d564e142e514dc5d552fbab3b9919abe897072ef744965af304d244e9442ef81	common_voice_ps_40289651.mp3	2dcb3a7494ce1463ae81ba03be3c891b475a6dac5102382bd12c383200d58256	په بدخشان ولایت کې د ځمکې ښویدنې په کلیو کې مرګ ژوبله اړولې ده.		0	2					ps	
e32d8b62abac89d71ba2dcdd6dafc922628002f8ed5e3c855a9f7805863e3a673f37bb16bc93ea4d19bf5b18eca8cbd44c3d6dd972f15e563e30eebab6107b44	common_voice_ps_40289701.mp3	2af0e9900dfea3435a9fd5a3220613a21d003ec0f95c452d0a2234cf2277cb6c	قصاب خپله قصابي کول ، يتيم ورځ ورته تيره کړه.		0	2					ps	
e32d8b62abac89d71ba2dcdd6dafc922628002f8ed5e3c855a9f7805863e3a673f37bb16bc93ea4d19bf5b18eca8cbd44c3d6dd972f15e563e30eebab6107b44	common_voice_ps_40289703.mp3	29d8cbaa73a00e7ef273e3c7c8768300ffd1e03ab1154c5fc26c9188e4d73bdf	مننه، زه به دا وکړم.		0	2					ps	
e32d8b62abac89d71ba2dcdd6dafc922628002f8ed5e3c855a9f7805863e3a673f37bb16bc93ea4d19bf5b18eca8cbd44c3d6dd972f15e563e30eebab6107b44	common_voice_ps_40289704.mp3	993b11361188b0702ffc980e19f05ca9daa9c412c7b3604b312afe00dc27274e	ماشوم په کور کې لوبې کوي.		0	2					ps	
fcab02701f2d98976d7b062c681d12c286f4a001ffec44447f7e2026b04ba64dceddce3cb41c565663ddca65b3d7006b45e2a45a45f650be6351d7ee0439f1e3	common_voice_ps_40289709.mp3	d9154b8ce80d8e4f1d5c1895509f3a5999dc200c40753cf8ab1281623063121c	لويه خدايه لازما خوارکۍ سر د شينونسو خلاص.		0	2	twenties				ps	
fcab02701f2d98976d7b062c681d12c286f4a001ffec44447f7e2026b04ba64dceddce3cb41c565663ddca65b3d7006b45e2a45a45f650be6351d7ee0439f1e3	common_voice_ps_40289721.mp3	350d301ec539f1d52b90752afc9dad0a34332c1c16243eb83bb229512caeefd1	رحیم شا د پښتو مشهور سندرغاړی دی.		0	2	twenties				ps	
